video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=4gfiXRy98Vo&pp=ygULV29ybGQgV2FyIDI%3D,/@TheDiaryOfJuliusCaesar,The Diary Of Julius Caesar,Exposing the Nazi War Crimes of the Luftwaffe During World War II,觀看次數：2066次,4 小時前,"In the ominous skies over Europe, as World War II's storm clouds gathered, there loomed a symbol of fear and destruction: the ...",2024-01-16 23:38:17.903832
/watch?v=dq1_N0GLutw&pp=ygULV29ybGQgV2FyIDI%3D,/@TheLifeGuide,The Life Guide,World War 2 Explained | Best WW2 Documentary | Part 2,觀看次數：370萬次,2 年前,"World War II Documentary - After the Japanese attack on Pearl Harbor, what had started as a mainly European war, had now ...",2024-01-16 23:38:28.115763
/watch?v=RHvh2ly1-18&pp=ygULV29ybGQgV2FyIDI%3D,/@WELTDocumentary,WELT Documentary,THE PACIFIC WAR - Japan versus the US | Full Documentary,觀看次數：1272萬次,2 年前,It was a bitter fight for supremacy in Asia. Japan had provoked the US in the Pacific War. The Second World War now spanned the ...,2024-01-16 23:38:28.120842
/watch?v=0b5K3EAspt4&pp=ygULV29ybGQgV2FyIDI%3D,/@cucumberhistory274,Cucumber   history  ,Evolution of Germany tanks after World War II,觀看次數：1773次,9 小時前,"The order in which the tanks appeared may not exactly coincide with the development and mass production, but is only shown ...",2024-01-16 23:38:28.123649
/watch?v=TUanLhJ3IJA&pp=ygULV29ybGQgV2FyIDI%3D,/@WorldatWar1982,World at War,World War II In Colour: Episode 2 - Lightning War (WWII Documentary),觀看次數：99萬次,5 年前,"This installment shows how the Nazis developed a terrifying new military tactic called Blitzkrieg, which caught Poland, Britain and ...",2024-01-16 23:38:28.126348
/watch?v=wiwhb6rWeMs&pp=ygULV29ybGQgV2FyIDI%3D,/@DocuEra,DocuEra,"Fighter Planes and Bombers (RARE FOOTAGE,Archive, World War 2, History, WW2)",觀看次數：52次,10 小時前,Explore history with DocuEra! Join us on a journey of discovery: https://bit.ly/3sKu6z0 #documentary #documentarynow #History ...,2024-01-16 23:38:28.129035
/watch?v=NB_xspNsdvY&pp=ygULV29ybGQgV2FyIDI%3D,/@KCRA,KCRA 3,Sunken World War II-era tugboat in Delta to be dismantled,觀看次數：796次,17 小時前,"The USS Mazapeta was at the Delta River at the end of Eight Mile Road in San Joaquin County for roughly seven years, ...",2024-01-16 23:38:28.133136
/watch?v=fLFeTjf1UHw&pp=ygULV29ybGQgV2FyIDI%3D,/@HistoryintheDark,History in the Dark,The World War II Plane Put Up Against Stacked Odds | Douglas TBD Devastator | History in the Dark,觀看次數：7990次,21 小時前,The Douglas TBD Devastator is an American dive bomber built for the US Navy. They are held in a relatively negative regard due ...,2024-01-16 23:38:28.136697
/watch?v=DO6P1etaYnM&pp=ygULV29ybGQgV2FyIDI%3D,/@NortheastLiveYT,Northeast Live,Rahul Gandhi to visit World War II Cemetery in Nagaland today,觀看次數：315次,17 小時前,NORTHEAST LIVE | NAGALAND Rahul Gandhi to visit World War II ...,2024-01-16 23:38:28.139553
/watch?v=ikEgsX-Yn0o&pp=ygULV29ybGQgV2FyIDI%3D,/@VedantuTelugu8910,"Vedantu Telugu 8,9 & 10",World war 2 | Class 10 | Social Studies @VedantuTelugu8910 Sumiya Ma'am #vedantutelugu8910,觀看次數：280次,直播時間：8 小時前,Certainly! Crafting an effective YouTube video description and SEO tags is crucial for improving visibility and engagement.,2024-01-16 23:38:28.142288
/watch?v=H2yv52AonDA&pp=ygULV29ybGQgV2FyIDI%3D,/@PetrovichGamer,Петрович🎮Gamer,World war 2 Battle combat,觀看次數：0次,直播時間：11 小時前,https://www.donationalerts.com/r/Petrovich11RUS.,2024-01-16 23:38:28.144968
/watch?v=LGdS-DlJlC4&pp=ygULV29ybGQgV2FyIDI%3D,/@thewestongamer9254,The Weston Gamer,World War 2. S:1 E:2. “Talvisota!”,觀看次數：0次,20 小時前,"This is Episode 2, YAY! Sorry for not having other players. I was the only one. That T-26, that was me On my Nintendo Switch.",2024-01-16 23:38:28.147759
/watch?v=7xbg_fSW42c&pp=ygULV29ybGQgV2FyIDI%3D,/@WorldData4K,World Editz,World War 2 || Europe 1945,觀看次數：0次,20 小時前,ww2 #worldwar #germany #ussr #italy #usa #uk #viral #video #information #history.,2024-01-16 23:38:28.150361
/watch?v=NiA9Q7c2q2k&pp=ygULV29ybGQgV2FyIDI%3D,/@worldwar2battlecombat,World War 2 - Battle Combat,World War 2 Battle Combat #132 #worldwar2battlecombat #ww2battlecombat,觀看次數：37次,15 小時前,gaming #ww2battlecombatgameplay #worldwar2battlecombatgame #worldwar2battles #ww2battles #ww2battlestations #ww2 ...,2024-01-16 23:38:28.152967
/watch?v=Y_knn2Ynu5c&pp=ygULV29ybGQgV2FyIDI%3D,/@asianhistorian2224,Asian Historian,"Post-World war 2 Latin America_ Challenges, Transformations, and Struggles for Independence.",觀看次數：0次,8 小時前,"4.Post-World war 2 Latin America_ Challenges, Transformations, and Struggles for Independence_ #documentary #history #ww1.",2024-01-16 23:38:28.155619
/watch?v=LpNAnSMwMoA&pp=ygULV29ybGQgV2FyIDI%3D,/@my-recmnd9610,MY-RECMND,Best 25 World War 2 Military RTS Games (PC Games),觀看次數：0次,8 分鐘前,"Hi everyone Today we are gonna talking bout top world war 2 military RTS games, so here the list Soldiers: Heroes of World War II ...",2024-01-16 23:38:28.158659
/watch?v=7q4ZSs84a24&pp=ygULV29ybGQgV2FyIDI%3D,/@R.NInterestingfacts,R.N Interesting facts,Why Hitler lost? | World War 2 🌍 | Why Hitler lost world war 2 |,觀看次數：0次,16 小時前,In this video you will know how Hitler lost and what was the reason of second world war.Is video mn ap ye bhe janain gy k dosre ...,2024-01-16 23:38:28.161452
/watch?v=wewC3lSREjI&pp=ygULV29ybGQgV2FyIDI%3D,/@NicolasHale,Nicolas Hale,CONTROLLER!! Call of duty World War 2 SIngleplayer Bots Gameplay,觀看次數：0次,3 小時前,hope you all enjoyed todays video and if you did make sure you like and sub to the channel that way you dont miss out on any ...,2024-01-16 23:38:28.163980
/watch?v=hF37sFYmEGI&pp=ygULV29ybGQgV2FyIDI%3D,/@With_me_me,hello everyone !,world war 2,觀看次數：0次,57 分鐘前,world war 2.,2024-01-16 23:38:39.123408
/watch?v=nPwOn5f-IPI&pp=ygULV29ybGQgV2FyIDI%3D,/@MovieCentral,Movie Central,Battle Force | Full Movie | Action World War 2 | WW2,觀看次數：372萬次,1 年前,"Battle Force - In the thick of WWII, the 1st Special Service Force unit is called to duty on a secret rescue mission. Challenged by ...",2024-01-16 23:38:39.126010
/watch?v=HKynfaJ7XsY&pp=ygULV29ybGQgV2FyIDI%3D,/@BestDoc,Best Documentary,希特勒在各方面都面临挫折|彩色二战,觀看次數：37萬次,1 個月前,当希特勒在各条战线上都遭遇挫折时，日本人却被美国人拒之门外，尽管伤亡惨重，但盟军领导人却面临着新的挑战。丘吉尔和罗斯福的合作一直很 ...,2024-01-16 23:38:39.135144
/watch?v=5Fjim7bci7U&pp=ygULV29ybGQgV2FyIDI%3D,/@youraihistorian,your AI historian,world war 2 explained in hindi || in English|| class 10 @youraihistorian,觀看次數：16次,12 小時前,world war 2 explained in hindi world war 2 explained in hindi || in English|| class 10 ‎@youraihistorian world war 2 explained in ...,2024-01-16 23:38:39.143258
/watch?v=9ffQ5iPw8u8&pp=ygULV29ybGQgV2FyIDI%3D,/@BobSmithDocumentary,Bob Smith,WWII - THE COMPLETE HiSTORY - Documentary,觀看次數：46萬次,2 年前,"... Twentieth Century ""WWII The Complete History"" All Episodes A broad scoped in-depth perspective of the Second World War.",2024-01-16 23:38:39.147957
/watch?v=gsKRMWLWAaE&pp=ygULV29ybGQgV2FyIDI%3D,/@BestDoc,Best Documentary,潮流开始转向 | 1942 年 10 月至 12 月 |第二次世界大战,觀看次數：23萬次,1 個月前,在德国霸权多年之后，随着 1942 年接近尾声，盟军真正开始取得进展。英国人在北非取得了关键性的突破，美国人将日本人赶出缅甸和新几内亚 ...,2024-01-16 23:38:39.155426
/watch?v=-gwJ8Y1XoSs&pp=ygULV29ybGQgV2FyIDI%3D,/@WarStoriesChannel,War Stories,What Were The Critical Battles Of World War II? | Battles Won And Lost Complete Series | War Stories,觀看次數：845萬次,1 年前,"War Stories is your one stop shop for all things military history. From Waterloo to Verdun, we'll be bringing you only the best ...",2024-01-16 23:38:39.159004
/watch?v=ILYb-q5yG6Q&pp=ygULV29ybGQgV2FyIDI%3D,/@BestDoc,Best Documentary,新挑战 | 1943 年 10 月至 12 月 |第二次世界大战,觀看次數：51萬次,10 個月前,希特勒在各个方面都遇到了困难，尽管美国人损失惨重，但还是击退了日本人。斯大林加剧了丘吉尔和罗斯福之间的关系。计划是在德黑兰会议上制 ...,2024-01-16 23:38:39.163716
/watch?v=ihufFVR4fME&pp=ygULV29ybGQgV2FyIDI%3D,/@TheInfographicsShow,The Infographics Show,50 Insane World War 2 Facts That Will Shock You!,觀看次數：187萬次,1 年前,World War 2 was unlike any other war in history! Check out today's epic new video that counts down 50 insane facts about WWII ...,2024-01-16 23:38:39.173251
/watch?v=fo2Rb9h788s&pp=ygULV29ybGQgV2FyIDI%3D,/@OverSimplified,OverSimplified,WW2 - OverSimplified (Part 2),觀看次數：5773萬次,5 年前,Copyright disclaimer - We do not give anyone permission to translate and/or reupload our videos or designs on YouTube or other ...,2024-01-16 23:38:39.175703
/watch?v=yBZ5PeGa9GM&pp=ygULV29ybGQgV2FyIDI%3D,/@BestDoc,Best Documentary,德国的霸主地位已经结束彩色二战,觀看次數：102萬次,4 個月前,在德国多年的霸主地位之后，随着 1942 年接近尾声，盟军才真正开始取得进展。英国人在北非取得了关键突破，美国人将日本人赶出了缅甸和新几 ...,2024-01-16 23:38:39.178153
/watch?v=pIBl08286UQ&pp=ygULV29ybGQgV2FyIDI%3D,/@AllOutHistory,All Out History - Premium History Documentaries ,The Deciding Battles And Conflicts Of World War 2 | Battles Won And Lost | All Out History,觀看次數：255萬次,9 個月前,In every engagement there is a loser and a victor and nowhere was this more true than in the second world war. Discover the true ...,2024-01-16 23:38:39.180528
/shorts/Etp-aUN5q18,/@WHistory,WorldHistory,Countries After and Before World War 2,觀看次數：18萬次,1 年前,shorts #short #shortvideo.,2024-01-16 23:38:39.186680
/shorts/5_iFPI_wDao,/@histriphy,Histriphy,WW2 - Bloody Mary Edit #ww2 #shorts,觀看次數：912萬次,11 個月前,This is WW2 - Bloody Mary Edit ✓ Subscribe my Channel if you haven't done Already.,2024-01-16 23:38:39.189213
/shorts/EYfiQ7UmCrU,/@WorldHistoryEdits,World History Edits,What if Germany Won ww2|#shorts  #ww2,觀看次數：74萬次,7 個月前,shorts #shortvideo #viral #countries #world #war #germany #hitler #adolf #history #europe #maps #geography #africa #asia ...,2024-01-16 23:38:39.195058
/watch?v=HUqy-OQvVtI&pp=ygULV29ybGQgV2FyIDI%3D,/@Simplehistory,Simple History,A Brief Overview of World War II,觀看次數：358萬次,7 年前,"The war in Europe began in September 1939 when Nazi Germany, under Adolf Hitler, invaded Poland. Using Blitzkrieg tactics the ...",2024-01-16 23:38:39.205181
/watch?v=f7W4bKFR4Ng&pp=ygULV29ybGQgV2FyIDI%3D,/@_FinologyLegal,Priya Jain,"Story of World War 2 | Reasons, Impact and Aftermath of WW2",觀看次數：26萬次,2 年前,The peace settlement at the end of World War 1 has left the nations unhappy. Instability and economic problems caused by World ...,2024-01-16 23:38:50.646584
/watch?v=SPMBwSH3e58&pp=ygULV29ybGQgV2FyIDI%3D,/@Top5s,Top5s,The Complete History of the Second World War | World War II Documentary | Part 1,觀看次數：618萬次,6 年前,"RIP all those who lost their lives fighting for the future generations, it is our obligation to respect them and make this world a better ...",2024-01-16 23:38:50.654494
/watch?v=Wl8WpCkpSuA&pp=ygULV29ybGQgV2FyIDI%3D,/@MillspicturesStudios,Millspictures Studios,Beyond The Line (FULL MOVIE 2019) World War 2,觀看次數：777萬次,1 年前,"Beyond The Line - It's the close of World War II. Unwilling to surrender, rogue German forces shoot down a returning British ...",2024-01-16 23:38:50.657482
/shorts/G2D6ax_3aYQ,/@TwistedTattoo,Twisted Tattoo,Disturbing images Of World War One,觀看次數：42萬次,2 年前,Disturbing images Of World War One ww1 disturbing images Part 2: ...,2024-01-16 23:38:50.660589
/watch?v=jCZLPuww46w&pp=ygULV29ybGQgV2FyIDI%3D,/@Santinnel,Santinnel,World War II,觀看次數：443萬次,1 年前,My Links: Instagram - https://www.instagram.com/p/COAs6SXBglr/?igshid=hp2sf5uwscl2 Discord Server ...,2024-01-16 23:38:50.668030
/watch?v=PnGPam0awis&pp=ygULV29ybGQgV2FyIDI%3D,/@hazardsandcatastrophes,hazards and catastrophes,World War 2 in the Pacific - Japan's Gamble | Episode 1 | Documentary,觀看次數：18萬次,1 個月前,"On December 7, 1941 Japan gambled all and bombed the US Pacific Fleet at Pearl Harbor on Hawaii. In the following months ...",2024-01-16 23:38:50.670741
/watch?v=Hs_JMydrxZM&pp=ygULV29ybGQgV2FyIDI%3D,/@crashcourse,CrashCourse,World War II: Crash Course European History #38,觀看次數：99萬次,3 年前,"Only a couple of decades after the end of the First World War--which was supposed to be the War that Ended All Wars--another, ...",2024-01-16 23:38:50.678424
/watch?v=Objoad6rG6U&pp=ygULV29ybGQgV2FyIDI%3D,/@crashcourse,CrashCourse,World War II Part 1: Crash Course US History #35,觀看次數：430萬次,10 年前,"In which John Green teaches you about World War II, a subject so big, it takes up two episodes. This week, John will teach you ...",2024-01-16 23:38:50.682421
/watch?v=eFmleysfejI&pp=ygULV29ybGQgV2FyIDI%3D,/@TheInfographicsShow,The Infographics Show,Why World War 2 Was So Much Deadlier Than WWI,觀看次數：298萬次,1 年前,"When we compare wars, it's easy to see why World War 2 was such a destructive and devastating event in history that has no ...",2024-01-16 23:38:50.685316
/watch?v=41L_CI3DMJc&pp=ygULV29ybGQgV2FyIDI%3D,/@WorldWarTwo,World War Two,"Week 277 - The Battle of the Bulge Begins - WW2 - December 16, 1944",觀看次數：18萬次,1 個月前,"Adolf Hitler's Ardennes counteroffensive finally goes off this week, and it does indeed catch the Allies by surprise, and they ...",2024-01-16 23:38:50.689622
/shorts/iUZwYYDZ0CU,/@I_infohub,Info Hub,What if World War 2 Never Happened...,觀看次數：245萬次,1 年前,countries #facts #geography #world #unitedstates #world #british #history #russia #shorts #maps #worldwar2 I do not own any of ...,2024-01-16 23:38:50.692820
/watch?v=YoaXGUq-l50&pp=ygULV29ybGQgV2FyIDI%3D,/@CaptivatingHistory,Captivating History,Why Did World War 2 Actually Start?,觀看次數：14萬次,2 年前,"The Second World War was one of the most traumatic events in human history. Across the world, existing conflicts became ...",2024-01-16 23:38:50.696653
/watch?v=tpVJB1XWWLg&pp=ygULV29ybGQgV2FyIDI%3D,/@ArmyUniversityPress,Army University Press,"Defense of the Philippines, 1941 (World War II Documentary)",觀看次數：285萬次,3 年前,"On 8 December 1941, Imperial Japanese bombers and fighters launched an unprovoked attack on U.S. airfields in the Philippines ...",2024-01-16 23:38:50.700209
/watch?v=hUDYd8LAvD8&pp=ygULV29ybGQgV2FyIDI%3D,/@HistoryHit,History Hit,World War Two Explained: The Key Battles and Dates,觀看次數：16萬次,2 個月前,Dan Snow explains the most destructive war in history. From its origins through the dark days of 1940 through to the defeat of ...,2024-01-16 23:38:50.704129
/watch?v=8y8dCmRT4nE&pp=ygULV29ybGQgV2FyIDI%3D,/@WorldWarTwo,World War Two,"Week 273 - How Himmler Learned to Love the Russians - WW2 - November 18, 1944",觀看次數：19萬次,1 個月前,"Heinrich Himmler wants to build an Army of Soviet POWs, but that has some problems; Patrick Hurley becomes US Ambassador ...",2024-01-16 23:38:50.708263
/watch?v=lnOp48-sJTQ&pp=ygULV29ybGQgV2FyIDI%3D,/@BestDoc,Best Documentary,D 日：诺曼底入侵 - 霸王行动：第二次世界大战的决定性战役,觀看次數：89萬次,7 個月前,您想了解更多有关二战的信息，但又没有时间听冗长的有声读物吗？然后让历史期刊带您进行一次每小时一次的战争不同方面的历史之旅。在此版 ...,2024-01-16 23:38:50.710849
/watch?v=cPgr_4PG1iY&pp=ygULV29ybGQgV2FyIDI%3D,/@TheInfographicsShow,The Infographics Show,World War 2 Didn’t End Like You Think It Did…,觀看次數：167萬次,1 年前,How did the greatest war in history officially come to an end? Check out today's epic new video to learn the real reason World War ...,2024-01-16 23:38:50.716209
